Source	Target
Kuwait	United States of America
Kuwait	Uganda
Kuwait	United Arab Emirates
Kuwait	United Kingdom
Kuwait	Tanzania
Kuwait	Vietnam
Kuwait	Yemen
Kuwait	Zambia
Kuwait	Zimbabwe
Laos	Thailand
Liberia	China
Liberia	Costa Rica
Liberia	Croatia
Liberia	Egypt
Liberia	Germany
Liberia	India
Liberia	Malaysia
Liberia	Malta
Liberia	Nigeria
Liberia	Pakistan
Liberia	Rwanda
Liberia	Spain
Liberia	Togo
Liberia	Uganda
Liberia	Tanzania
Libya	Australia
Libya	Austria
Libya	Belgium
Libya	China
Libya	Denmark
Libya	France
Libya	Germany
Libya	Greece
Libya	India
Libya	Ireland
Libya	Italy
Libya	Lebanon
Libya	Malta
Libya	Morocco
Libya	Netherlands
Libya	Niger
Libya	Portugal
Libya	Korea, South
Libya	Serbia
Libya	Singapore
Libya	Spain
Libya	Switzerland
Libya	Thailand
Libya	Tunisia
Libya	Turkey
Libya	United States of America
Libya	United Kingdom
Mongolia	China
Mongolia	Korea, South
Myanmar	India
Myanmar	Thailand
Papua New Guinea	Australia
Papua New Guinea	Canada
Papua New Guinea	China
Papua New Guinea	Cyprus
Papua New Guinea	Japan
Papua New Guinea	Singapore
Papua New Guinea	Thailand
Papua New Guinea	United States of America
Papua New Guinea	United Arab Emirates
Qatar	Australia
Qatar	Bahrain
Qatar	Belgium
Qatar	Brazil
Qatar	Canada
Qatar	China
Qatar	Denmark
Qatar	Estonia
Qatar	France
Qatar	Germany
Qatar	Iceland
Qatar	India
Qatar	Indonesia
Qatar	Italy
Qatar	Japan
Qatar	Jordan
Qatar	Lebanon
Qatar	Malaysia
Qatar	Morocco
Qatar	Nepal
Qatar	Netherlands
Qatar	New Zealand
Qatar	Oman
Qatar	Pakistan
Qatar	Philippines
Qatar	Portugal
Qatar	Korea, South
Qatar	Saudi Arabia
Qatar	Serbia
Qatar	Singapore
Qatar	Slovenia
Qatar	South Africa
Qatar	Spain
Qatar	Sri Lanka
Qatar	Switzerland
Qatar	Thailand
Qatar	Tunisia
Qatar	Turkey
Qatar	United States of America
Qatar	United Arab Emirates
Qatar	United Kingdom
Qatar	Vietnam
Qatar	Yemen
Seychelles	Austria
Seychelles	Ghana
Seychelles	Luxembourg
Seychelles	United Arab Emirates
Sierra Leone	India
Sierra Leone	New Zealand
Swaziland	Botswana
Swaziland	Burundi
Swaziland	India
Swaziland	Indonesia
Swaziland	Mexico
Swaziland	Rwanda
Swaziland	Thailand
Swaziland	Uganda
Swaziland	United Arab Emirates
Swaziland	Tanzania
Swaziland	Zambia
Sweden	Albania
Sweden	Algeria
Sweden	Argentina
Sweden	Armenia
Sweden	Australia
Sweden	Austria
Sweden	Azerbaijan
Sweden	Bahrain
Sweden	Belarus
Sweden	Belgium
Sweden	Bolivia
Sweden	Bosnia and Herzegovina
Sweden	Brazil
Sweden	Bulgaria
Sweden	Burkina Faso
Sweden	Cameroon
Sweden	Canada
Sweden	Cape Verde
Sweden	Chile
Sweden	China
Sweden	Hong Kong S.A.R.
Sweden	Colombia
Sweden	Costa Rica
Sweden	Ivory Coast
Sweden	Croatia
Sweden	Cyprus
Sweden	Czech Republic
Sweden	Denmark
Sweden	Dominican Republic
Sweden	Ecuador
Sweden	Egypt
Sweden	El Salvador
Sweden	Estonia
Sweden	Ethiopia
Sweden	Finland
Sweden	Sudan
Sweden	France
Sweden	Georgia
Sweden	Germany
Sweden	Ghana
Sweden	Greece
Sweden	Guatemala
Sweden	Hungary
Sweden	Iceland
Sweden	India
Sweden	Indonesia
Sweden	Iran
Sweden	Ireland
Sweden	Israel
Sweden	Italy
Sweden	Jamaica
Sweden	Japan
Sweden	Jordan
Sweden	Kazakhstan
Sweden	Kyrgyzstan
Sweden	Latvia
Sweden	Lebanon
Sweden	Lithuania
Sweden	Luxembourg
Sweden	Madagascar
Sweden	Malaysia
Sweden	Mali
Sweden	Malta
Sweden	Mauritius
Sweden	Mexico
Sweden	Montenegro
Sweden	Morocco
Sweden	Mozambique
Sweden	Netherlands
Sweden	New Zealand
Sweden	Nicaragua
Sweden	Niger
Sweden	Nigeria
Sweden	Norway
Sweden	Oman
Sweden	Pakistan
Sweden	Panama
Sweden	Paraguay
Sweden	Peru
Sweden	Philippines
Sweden	Poland
Sweden	Portugal
Sweden	Korea, South
Sweden	Moldova
Sweden	Romania
Sweden	Russia
Sweden	Saudi Arabia
Sweden	Senegal
Sweden	Serbia
Sweden	Singapore
Sweden	Slovakia
Sweden	Slovenia
Sweden	South Africa
Sweden	Spain
Sweden	Sri Lanka
Sweden	Switzerland
Sweden	Thailand
Sweden	Togo
Sweden	Tunisia
Sweden	Turkey
Sweden	United States of America
Sweden	Uganda
Sweden	Ukraine
Sweden	United Arab Emirates
Sweden	United Kingdom
Sweden	Tanzania
Sweden	Uruguay
Sweden	Venezuela
Sweden	Vietnam
Sweden	Yemen
Sweden	Zambia
Sweden	Zimbabwe
Syria	Algeria
Syria	Austria
Syria	Bosnia and Herzegovina
Syria	Brazil
Syria	Burkina Faso
Syria	Canada
Syria	China
Syria	Costa Rica
Syria	Ivory Coast
Syria	Croatia
Syria	Sudan
Syria	France
Syria	Gambia
Syria	Germany
Syria	Ghana
Syria	Greece
Syria	India
Syria	Indonesia
Syria	Iran
Syria	Italy
Syria	Japan
Syria	Jordan
Syria	Lebanon
Syria	Mali
Syria	Mauritania
Syria	Morocco
Syria	Netherlands
Syria	Korea, South
Syria	Romania
Syria	Serbia
Syria	Spain
Syria	Turkey
Syria	United States of America
Syria	United Arab Emirates
Syria	Tanzania
Tajikistan	Afghanistan
Tajikistan	India
Tajikistan	Kyrgyzstan
Tajikistan	Luxembourg
East Timor (Timor Leste)	Singapore
Trinidad and Tobago	Belgium
Trinidad and Tobago	Burkina Faso
Trinidad and Tobago	Canada
Trinidad and Tobago	Colombia
Trinidad and Tobago	Costa Rica
Trinidad and Tobago	Ivory Coast
Trinidad and Tobago	Dominican Republic
Trinidad and Tobago	El Salvador
Trinidad and Tobago	France
Trinidad and Tobago	Germany
Trinidad and Tobago	Guyana
Trinidad and Tobago	Jamaica
Trinidad and Tobago	Nepal
Trinidad and Tobago	Netherlands
Trinidad and Tobago	Panama
Trinidad and Tobago	Spain
Trinidad and Tobago	Togo
Trinidad and Tobago	United States of America
Trinidad and Tobago	United Arab Emirates
Turkmenistan	Afghanistan
Turkmenistan	Albania
Turkmenistan	Armenia
Turkmenistan	Azerbaijan
Turkmenistan	Belgium
Turkmenistan	Bulgaria
Turkmenistan	Denmark
Turkmenistan	Estonia
Turkmenistan	Georgia
Turkmenistan	Germany
Turkmenistan	Greece
Turkmenistan	Iran
Turkmenistan	Italy
Turkmenistan	Kyrgyzstan
Turkmenistan	Netherlands
Turkmenistan	Moldova
Turkmenistan	Romania
Turkmenistan	Russia
Turkmenistan	Switzerland
Turkmenistan	Turkey
Turkmenistan	United States of America
Turkmenistan	Ukraine
Turkmenistan	United Kingdom
Turkmenistan	Vietnam
Uzbekistan	Afghanistan
Uzbekistan	Belgium
Uzbekistan	Brazil
Uzbekistan	China
Uzbekistan	Estonia
Uzbekistan	Georgia
Uzbekistan	India
Uzbekistan	Iran
Uzbekistan	Kazakhstan
Uzbekistan	Kyrgyzstan
Uzbekistan	Latvia
Uzbekistan	Netherlands
Uzbekistan	Korea, South
Uzbekistan	Russia
Uzbekistan	Turkey
Uzbekistan	United States of America
Uzbekistan	Ukraine
Uzbekistan	United Arab Emirates
Uzbekistan	Vietnam
